expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
invigorate,invigorate,word,活気づける，元気づける,活気づける，元気づける,exam,3,1,1,,1:4086,1,pre1_or_1_deferred
invincible,invincible,word,無敵の，無敵な,無敵の，無敵な,exam,3,1,1,,1:756,1,pre1_or_1_deferred
irate,irate,word,怒った，怒る,怒った，怒る,exam,3,1,1,,1:1467,1,pre1_or_1_deferred
iris,iris,word,虹彩,虹彩,exam,3,1,1,,1:2737,1,pre1_or_1_deferred
irk,irk,word,いらいらさせる,いらいらさせる,exam,3,1,1,,1:3269,1,pre1_or_1_deferred
irksome,irksome,word,退屈な,退屈な,exam,3,1,1,,1:3855,1,pre1_or_1_deferred
irrepressible,irrepressible,word,抑えきれない,抑えきれない,exam,3,1,1,,1:3638,1,pre1_or_1_deferred
isotope,isotope,word,同位元素,同位元素,exam,3,1,1,,1:3807,1,pre1_or_1_deferred
iteration,iteration,word,反復，繰り返し,反復，繰り返し,exam,3,1,1,,1:1756,1,pre1_or_1_deferred
jab,jab,word,突き刺す，突き立てる,突き刺す，突き立てる,exam,3,1,1,,1:788,1,pre1_or_1_deferred
jagged,jagged,word,角立った,角立った,exam,3,1,1,,1:2192,1,pre1_or_1_deferred
jargon,jargon,word,専門用語，隠語,専門用語，隠語,exam,3,1,1,,1:4155,1,pre1_or_1_deferred
javelin,javelin,word,投げやり,投げやり,exam,3,1,1,,1:2313,1,pre1_or_1_deferred
jeer,jeer,word,冷やかす,冷やかす,exam,3,1,1,,1:2117,1,pre1_or_1_deferred
jeJune,jejune,word,子供っぽい，稚拙な,子供っぽい，稚拙な,exam,3,1,1,,1:4255,1,pre1_or_1_deferred
jeopardy,jeopardy,word,危機，窮地,危機，窮地,exam,3,1,1,,1:1151,1,pre1_or_1_deferred
jettison,jettison,word,放棄，断念,放棄，断念,exam,3,1,1,,1:1853,1,pre1_or_1_deferred
jihad,jihad,word,聖戦，宗教的な戦争,聖戦，宗教的な戦争,exam,3,1,1,,1:1099,1,pre1_or_1_deferred
jilt,jilt,word,恋人を見捨てる，突然別れる,恋人を見捨てる，突然別れる,exam,3,1,1,,1:846,1,pre1_or_1_deferred
jingle,jingle,word,リンリン鳴らす,リンリン鳴らす,exam,3,1,1,,1:3287,1,pre1_or_1_deferred
jocose,jocose,word,ふざけた，冗談めいた,ふざけた，冗談めいた,exam,3,1,1,,1:4129,1,pre1_or_1_deferred
jocular,jocular,word,冗談好きな，陽気な,冗談好きな，陽気な,exam,3,1,1,,1:4223,1,pre1_or_1_deferred
jostle,jostle,word,押し合う,押し合う,exam,3,1,1,,1:2065,1,pre1_or_1_deferred
jubilant,jubilant,word,歓喜に満ちた，大喜びの,歓喜に満ちた，大喜びの,exam,3,1,1,,1:4076,1,pre1_or_1_deferred
jubilee,jubilee,word,記念祭,記念祭,exam,3,1,1,,1:2622,1,pre1_or_1_deferred
jug,jug,word,水差し，じょうろ,水差し，じょうろ,exam,3,1,1,,1:1196,1,pre1_or_1_deferred
juggernaut,juggernaut,word,押し寄せる大勢力，圧倒的な力,押し寄せる大勢力，圧倒的な力,exam,3,1,1,,1:4167,1,pre1_or_1_deferred
jut,jut,word,突き出す，突出する,突き出す，突出する,exam,3,1,1,,1:2105,1,pre1_or_1_deferred
juxtapose,juxtapose,word,並置する，並べる,並置する，並べる,exam,3,1,1,,1:4065,1,pre1_or_1_deferred
juxtaposition,juxtaposition,word,並置，並列,並置，並列,exam,3,1,1,,1:3853,1,pre1_or_1_deferred
kerosene,kerosene,word,灯油,灯油,exam,3,1,1,,1:3738,1,pre1_or_1_deferred
kiln,kiln,word,窯,窯,exam,3,1,1,,1:3695,1,pre1_or_1_deferred
kindle,kindle,word,着火する，興奮させる,着火する，興奮させる,exam,3,1,1,,1:4209,1,pre1_or_1_deferred
kindred,kindred,word,親族，家族,親族，家族,exam,3,1,1,,1:3595,1,pre1_or_1_deferred
kinetic,kinetic,word,運動の,運動の,exam,3,1,1,,1:2873,1,pre1_or_1_deferred
kiosk,kiosk,word,売店,売店,exam,3,1,1,,1:3789,1,pre1_or_1_deferred
kitty,kitty,word,子猫,子猫,exam,3,1,1,,1:3758,1,pre1_or_1_deferred
knack,knack,word,こつ，要領,こつ，要領,exam,3,1,1,,1:1821,1,pre1_or_1_deferred
knave,knave,word,悪党，いたずら者,悪党，いたずら者,exam,3,1,1,,1:4082,1,pre1_or_1_deferred
knell,knell,word,鐘の音,鐘の音,exam,3,1,1,,1:3913,1,pre1_or_1_deferred
knoll,knoll,word,小丘，小山,小丘，小山,exam,3,1,1,,1:4097,1,pre1_or_1_deferred
kudos,kudos,word,称賛,称賛,exam,3,1,1,,1:2322,1,pre1_or_1_deferred
labyrinthine,labyrinthine,word,迷路のような，複雑な,迷路のような，複雑な,exam,3,1,1,,1:4217,1,pre1_or_1_deferred
lackadaisical,lackadaisical,word,元気のない，無気力な,元気のない，無気力な,exam,3,1,1,,1:4196,1,pre1_or_1_deferred
lackluster,lackluster,word,無気力な，平凡な,無気力な，平凡な,exam,3,1,1,,1:4071,1,pre1_or_1_deferred
laconic,laconic,word,簡潔な，寡黙な,簡潔な，寡黙な,exam,3,1,1,,1:4168,1,pre1_or_1_deferred
lag,lag,word,遅れる，遅延する,遅れる，遅延する,exam,3,1,1,,1:604,1,pre1_or_1_deferred
lagoon,lagoon,word,環礁,環礁,exam,3,1,1,,1:2623,1,pre1_or_1_deferred
lair,lair,word,隠れ家,隠れ家,exam,3,1,1,,1:2719,1,pre1_or_1_deferred
laity,laity,word,信徒たち,信徒たち,exam,3,1,1,,1:3669,1,pre1_or_1_deferred
lamentable,lamentable,word,哀れな，悲しい,哀れな，悲しい,exam,3,1,1,,1:642,1,pre1_or_1_deferred
languid,languid,word,だるい,だるい,exam,3,1,1,,1:2998,1,pre1_or_1_deferred
languish,languish,word,弱る，衰える,弱る，衰える,exam,3,1,1,,1:855,1,pre1_or_1_deferred
larva,larva,word,幼虫，子虫,幼虫，子虫,exam,3,1,1,,1:1199,1,pre1_or_1_deferred
latent,latent,word,潜在している，隠れている,潜在している，隠れている,exam,3,1,1,,1:1313,1,pre1_or_1_deferred
lateral,lateral,word,側面の,側面の,exam,3,1,1,,1:2838,1,pre1_or_1_deferred
lathe,lathe,word,旋盤,旋盤,exam,3,1,1,,1:2531,1,pre1_or_1_deferred
lattice,lattice,word,格子,格子,exam,3,1,1,,1:3720,1,pre1_or_1_deferred
laud,laud,word,称賛する，賞賛する,称賛する，賞賛する,exam,3,1,1,,1:1279,1,pre1_or_1_deferred
laudable,laudable,word,称賛に値する,称賛に値する,exam,3,1,1,,1:2126,1,pre1_or_1_deferred
laughable,laughable,word,失笑を買った，笑われた,失笑を買った，笑われた,exam,3,1,1,,1:691,1,pre1_or_1_deferred
launder,launder,word,洗濯する，洗う,洗濯する，洗う,exam,3,1,1,,1:607,1,pre1_or_1_deferred
laureate,laureate,word,受賞者，授賞者,受賞者，授賞者,exam,3,1,1,,1:1100,1,pre1_or_1_deferred
lava,lava,word,溶岩，マグマ,溶岩，マグマ,exam,3,1,1,,1:503,1,pre1_or_1_deferred
lavish,lavish,word,気前の良い，寛大な,気前の良い，寛大な,exam,3,1,1,,1:1515,1,pre1_or_1_deferred
lax,lax,word,手ぬるい,手ぬるい,exam,3,1,1,,1:2037,1,pre1_or_1_deferred
leach,leach,word,ろ過する，濾す,ろ過する，濾す,exam,3,1,1,,1:1589,1,pre1_or_1_deferred
leaden,leaden,word,鉛の,鉛の,exam,3,1,1,,1:3762,1,pre1_or_1_deferred
leash,leash,word,ひも，くさり,ひも，くさり,exam,3,1,1,,1:1207,1,pre1_or_1_deferred
ledger,ledger,word,原簿,原簿,exam,3,1,1,,1:2655,1,pre1_or_1_deferred
leer,leer,word,横目，流し目,横目，流し目,exam,3,1,1,,1:3582,1,pre1_or_1_deferred
leeway,leeway,word,進路のずれ,進路のずれ,exam,3,1,1,,1:3608,1,pre1_or_1_deferred
legitimize,legitimize,word,正当化する,正当化する,exam,3,1,1,,1:3229,1,pre1_or_1_deferred
lenient,lenient,word,寛大な，寛容な,寛大な，寛容な,exam,3,1,1,,1:3628,1,pre1_or_1_deferred
lesion,lesion,word,傷害,傷害,exam,3,1,1,,1:2721,1,pre1_or_1_deferred
lethargic,lethargic,word,無気力な,無気力な,exam,3,1,1,,1:3109,1,pre1_or_1_deferred
leukemia,leukemia,word,白血病，血液のがん，白血球症,白血病，血液のがん，白血球症,exam,3,1,1,,1:1633,1,pre1_or_1_deferred
levee,levee,word,堤防，水害防止のための壁，防波堤,堤防，水害防止のための壁，防波堤,exam,3,1,1,,1:1681,1,pre1_or_1_deferred
levity,levity,word,軽率，軽薄さ,軽率，軽薄さ,exam,3,1,1,,1:498,1,pre1_or_1_deferred
lewd,lewd,word,淫らな,淫らな,exam,3,1,1,,1:2119,1,pre1_or_1_deferred
lexicon,lexicon,word,語彙，言葉の集まり，単語群,語彙，言葉の集まり，単語群,exam,3,1,1,,1:1642,1,pre1_or_1_deferred
liaison,liaison,word,連絡，連携係,連絡，連携係,exam,3,1,1,,1:496,1,pre1_or_1_deferred
libel,libel,word,名誉毀損，中傷,名誉毀損，中傷,exam,3,1,1,,1:967,1,pre1_or_1_deferred
ligament,ligament,word,靱帯,靱帯,exam,3,1,1,,1:2698,1,pre1_or_1_deferred
lighthouse,lighthouse,word,灯台，燈台,灯台，燈台,exam,3,1,1,,1:974,1,pre1_or_1_deferred
liken,liken,word,例える，比較する,例える，比較する,exam,3,1,1,,1:662,1,pre1_or_1_deferred
lilt,lilt,word,軽快なリズム，メロディ,軽快なリズム，メロディ,exam,3,1,1,,1:4232,1,pre1_or_1_deferred
lineage,lineage,word,系統，体系，系列,系統，体系，系列,exam,3,1,1,,1:1921,1,pre1_or_1_deferred
lisp,lisp,word,舌足らずに発音する,舌足らずに発音する,exam,3,1,1,,1:2157,1,pre1_or_1_deferred
lithe,lithe,word,しなやかな,しなやかな,exam,3,1,1,,1:3625,1,pre1_or_1_deferred
litigant,litigant,word,係争中の,係争中の,exam,3,1,1,,1:3040,1,pre1_or_1_deferred
litigate,litigate,word,訴訟する，裁判にかける,訴訟する，裁判にかける,exam,3,1,1,,1:4087,1,pre1_or_1_deferred
litigation,litigation,word,訴訟,訴訟,exam,3,1,1,,1:1938,1,pre1_or_1_deferred
liturgy,liturgy,word,典礼，儀式，式典,典礼，儀式，式典,exam,3,1,1,,1:1899,1,pre1_or_1_deferred
loathe,loathe,word,嫌う，嫌悪する,嫌う，嫌悪する,exam,3,1,1,,1:676,1,pre1_or_1_deferred
lobe,lobe,word,耳たぶ，耳垂，耳たぼ,耳たぶ，耳垂，耳たぼ,exam,3,1,1,,1:1793,1,pre1_or_1_deferred
locale,locale,word,現場,現場,exam,3,1,1,,1:1946,1,pre1_or_1_deferred
locomotive,locomotive,word,機関車,機関車,exam,3,1,1,,1:3640,1,pre1_or_1_deferred
locus,locus,word,座標，位置情報,座標，位置情報,exam,3,1,1,,1:927,1,pre1_or_1_deferred
lofty,lofty,word,高尚な，高潔な,高尚な，高潔な,exam,3,1,1,,1:1303,1,pre1_or_1_deferred
logistics,logistics,word,調達路，供給路,調達路，供給路,exam,3,1,1,,1:307,1,pre1_or_1_deferred
loiter,loiter,word,ぶらぶら歩く,ぶらぶら歩く,exam,3,1,1,,1:3356,1,pre1_or_1_deferred
longitude,longitude,word,経度,経度,exam,3,1,1,,1:2362,1,pre1_or_1_deferred
lookout,lookout,word,警戒，眺望,警戒，眺望,exam,3,1,1,,1:1169,1,pre1_or_1_deferred
loom,loom,word,ぼんやり現れる，織機，霧の中に,ぼんやり現れる，織機，霧の中に,exam,3,1,1,,1:1538,1,pre1_or_1_deferred
loose,loose,word,緩い，緩んだ,緩い，緩んだ,exam,3,1,1,,1:651,1,pre1_or_1_deferred
loot,loot,word,戦利品，略奪物,戦利品，略奪物,exam,3,1,1,,1:1503,1,pre1_or_1_deferred
loquacious,loquacious,word,おしゃべりな，多弁な,おしゃべりな，多弁な,exam,3,1,1,,1:4104,1,pre1_or_1_deferred
lore,lore,word,伝承，口頭や文書で伝えられる習慣や話，口承,伝承，口頭や文書で伝えられる習慣や話，口承,exam,3,1,1,,1:1671,1,pre1_or_1_deferred
lousy,lousy,word,ひどい，悪い,ひどい，悪い,exam,3,1,1,,1:680,1,pre1_or_1_deferred
lubricate,lubricate,word,潤滑させる,潤滑させる,exam,3,1,1,,1:2052,1,pre1_or_1_deferred
lucid,lucid,word,明快な,明快な,exam,3,1,1,,1:2852,1,pre1_or_1_deferred
ludicrous,ludicrous,word,ばかげた,ばかげた,exam,3,1,1,,1:2229,1,pre1_or_1_deferred
lug,lug,word,力を込めて引く,力を込めて引く,exam,3,1,1,,1:3165,1,pre1_or_1_deferred
lunatic,lunatic,word,精神異常者,精神異常者,exam,3,1,1,,1:1942,1,pre1_or_1_deferred
luncheon,luncheon,word,昼食，正午頃に食べる食事,昼食，正午頃に食べる食事,exam,3,1,1,,1:1651,1,pre1_or_1_deferred
lunge,lunge,word,突進，急進,突進，急進,exam,3,1,1,,1:1525,1,pre1_or_1_deferred
lurch,lurch,word,よろめき，ふらつき,よろめき，ふらつき,exam,3,1,1,,1:1565,1,pre1_or_1_deferred
lurid,lurid,word,赤く輝いた，毒々しい,赤く輝いた，毒々しい,exam,3,1,1,,1:2293,1,pre1_or_1_deferred
lush,lush,word,青々とした，生い茂った，新緑の,青々とした，生い茂った，新緑の,exam,3,1,1,,1:1442,1,pre1_or_1_deferred
luster,luster,word,光沢，艶，輝き,光沢，艶，輝き,exam,3,1,1,,1:1706,1,pre1_or_1_deferred
lusty,lusty,word,元気な,元気な,exam,3,1,1,,1:2942,1,pre1_or_1_deferred
luxurious,luxurious,word,豪華な，贅沢な,豪華な，贅沢な,exam,3,1,1,,1:1417,1,pre1_or_1_deferred
macabre,macabre,word,恐ろしい，気味の悪い,恐ろしい，気味の悪い,exam,3,1,1,,1:4249,1,pre1_or_1_deferred
maelstrom,maelstrom,word,大渦，混沌,大渦，混沌,exam,3,1,1,,1:4244,1,pre1_or_1_deferred
magistrate,magistrate,word,行政長官，行政官,行政長官，行政官,exam,3,1,1,,1:1159,1,pre1_or_1_deferred
magnanimous,magnanimous,word,寛大な,寛大な,exam,3,1,1,,1:3847,1,pre1_or_1_deferred
magnate,magnate,word,有力者,有力者,exam,3,1,1,,1:2742,1,pre1_or_1_deferred
majestic,majestic,word,雄大な,雄大な,exam,3,1,1,,1:2013,1,pre1_or_1_deferred
makeshift,makeshift,word,その場しのぎの，仮の,その場しのぎの，仮の,exam,3,1,1,,1:1337,1,pre1_or_1_deferred
malady,malady,word,病気,病気,exam,3,1,1,,1:2586,1,pre1_or_1_deferred
malaise,malaise,word,不快感，違和感,不快感，違和感,exam,3,1,1,,1:897,1,pre1_or_1_deferred
malevolent,malevolent,word,悪意のある，意地悪な,悪意のある，意地悪な,exam,3,1,1,,1:2883,1,pre1_or_1_deferred
malign,malign,word,有害な，有毒な,有害な，有毒な,exam,3,1,1,,1:1501,1,pre1_or_1_deferred
malignant,malignant,word,悪意のある，悪意を持った,悪意のある，悪意を持った,exam,3,1,1,,1:470,1,pre1_or_1_deferred
malleable,malleable,word,可鍛性の，柔軟な,可鍛性の，柔軟な,exam,3,1,1,,1:4119,1,pre1_or_1_deferred
malpractice,malpractice,word,不正行為,不正行為,exam,3,1,1,,1:1955,1,pre1_or_1_deferred
manageable,manageable,word,扱いやすい,扱いやすい,exam,3,1,1,,1:2268,1,pre1_or_1_deferred
mandatory,mandatory,word,強制的な，強制力のある,強制的な，強制力のある,exam,3,1,1,,1:311,1,pre1_or_1_deferred
mane,mane,word,たてがみ,たてがみ,exam,3,1,1,,1:2320,1,pre1_or_1_deferred
manic,manic,word,躁病の,躁病の,exam,3,1,1,,1:3974,1,pre1_or_1_deferred
manifest,manifest,word,明白な,明白な,exam,3,1,1,,1:2175,1,pre1_or_1_deferred
manifesto,manifesto,word,宣言書，声明書,宣言書，声明書,exam,3,1,1,,1:1944,1,pre1_or_1_deferred
manipulator,manipulator,word,操縦者,操縦者,exam,3,1,1,,1:2597,1,pre1_or_1_deferred
manslaughter,manslaughter,word,過失致死,過失致死,exam,3,1,1,,1:1947,1,pre1_or_1_deferred
manure,manure,word,肥料，施肥物,肥料，施肥物,exam,3,1,1,,1:1865,1,pre1_or_1_deferred
maritime,maritime,word,海事の，海洋に関する,海事の，海洋に関する,exam,3,1,1,,1:558,1,pre1_or_1_deferred
markedly,markedly,word,著しく,著しく,exam,3,1,1,,1:2114,1,pre1_or_1_deferred
marquee,marquee,word,テント，ひさし,テント，ひさし,exam,3,1,1,,1:3944,1,pre1_or_1_deferred
marrow,marrow,word,骨髄，髄,骨髄，髄,exam,3,1,1,,1:933,1,pre1_or_1_deferred
martian,martian,word,火星の，火星に関する,火星の，火星に関する,exam,3,1,1,,1:1504,1,pre1_or_1_deferred
masculinity,masculinity,word,男らしさ，男性らしさ,男らしさ，男性らしさ,exam,3,1,1,,1:978,1,pre1_or_1_deferred
mashed,mashed,word,つぶした,つぶした,exam,3,1,1,,1:2204,1,pre1_or_1_deferred
mason,mason,word,石工，石匠,石工，石匠,exam,3,1,1,,1:1028,1,pre1_or_1_deferred
materialism,materialism,word,唯物論,唯物論,exam,3,1,1,,1:4034,1,pre1_or_1_deferred
matrimony,matrimony,word,結婚,結婚,exam,3,1,1,,1:2747,1,pre1_or_1_deferred
matron,matron,word,既婚の人，既婚の女性,既婚の人，既婚の女性,exam,3,1,1,,1:2752,1,pre1_or_1_deferred
maverick,maverick,word,異端者，外道,異端者，外道,exam,3,1,1,,1:1005,1,pre1_or_1_deferred
mawkish,mawkish,word,感傷的な，過剰に感動する,感傷的な，過剰に感動する,exam,3,1,1,,1:4147,1,pre1_or_1_deferred
mayhem,mayhem,word,大混乱，身体傷害,大混乱，身体傷害,exam,3,1,1,,1:3753,1,pre1_or_1_deferred
meander,meander,word,蛇行する，曲がりくねる,蛇行する，曲がりくねる,exam,3,1,1,,1:1415,1,pre1_or_1_deferred
measles,measles,word,麻疹，発疹，斑疹,麻疹，発疹，斑疹,exam,3,1,1,,1:1915,1,pre1_or_1_deferred
meddle,meddle,word,お節介を焼く,お節介を焼く,exam,3,1,1,,1:3168,1,pre1_or_1_deferred
membrane,membrane,word,膜,膜,exam,3,1,1,,1:3966,1,pre1_or_1_deferred
memorabilia,memorabilia,word,記憶に値する事柄,記憶に値する事柄,exam,3,1,1,,1:3711,1,pre1_or_1_deferred
mendacious,mendacious,word,嘘つきの，不誠実な,嘘つきの，不誠実な,exam,3,1,1,,1:4198,1,pre1_or_1_deferred
menial,menial,word,くだらない,くだらない,exam,3,1,1,,1:3775,1,pre1_or_1_deferred
menopause,menopause,word,閉経，更年期，停止,閉経，更年期，停止,exam,3,1,1,,1:1935,1,pre1_or_1_deferred
mentally,mentally,word,精神的に，心理的に,精神的に，心理的に,exam,3,1,1,,1:362,1,pre1_or_1_deferred
mercenary,mercenary,word,金目当ての,金目当ての,exam,3,1,1,,1:3869,1,pre1_or_1_deferred
merriment,merriment,word,陽気な騒ぎ,陽気な騒ぎ,exam,3,1,1,,1:2332,1,pre1_or_1_deferred
mesmerize,mesmerize,word,魅了する,魅了する,exam,3,1,1,,1:3380,1,pre1_or_1_deferred
metabolism,metabolism,word,代謝，生体の化学反応,代謝，生体の化学反応,exam,3,1,1,,1:188,1,pre1_or_1_deferred
meteor,meteor,word,流星，流れ星,流星，流れ星,exam,3,1,1,,1:1229,1,pre1_or_1_deferred
meticulous,meticulous,word,細心の，慎重な,細心の，慎重な,exam,3,1,1,,1:720,1,pre1_or_1_deferred
meticulously,meticulously,word,細心の注意を払って,細心の注意を払って,exam,3,1,1,,1:3983,1,pre1_or_1_deferred
microbial,microbial,word,微生物の，細菌の,微生物の，細菌の,exam,3,1,1,,1:199,1,pre1_or_1_deferred
midwife,midwife,word,助産婦，産婆,助産婦，産婆,exam,3,1,1,,1:386,1,pre1_or_1_deferred
migraine,migraine,word,偏頭痛,偏頭痛,exam,3,1,1,,1:2613,1,pre1_or_1_deferred
milieu,milieu,word,環境，周りの状況,環境，周りの状況,exam,3,1,1,,1:1040,1,pre1_or_1_deferred
militantly,militantly,word,好戦的に,好戦的に,exam,3,1,1,,1:3763,1,pre1_or_1_deferred
mince,mince,word,刻む，細かく切る,刻む，細かく切る,exam,3,1,1,,1:799,1,pre1_or_1_deferred
minimal,minimal,word,最小限の，最低限の,最小限の，最低限の,exam,3,1,1,,1:159,1,pre1_or_1_deferred
minion,minion,word,子分,子分,exam,3,1,1,,1:3730,1,pre1_or_1_deferred
mint,mint,word,造幣局，貨幣製造,造幣局，貨幣製造,exam,3,1,1,,1:3713,1,pre1_or_1_deferred
mirage,mirage,word,蜃気楼，海市,蜃気楼，海市,exam,3,1,1,,1:1070,1,pre1_or_1_deferred
mire,mire,word,湿原,湿原,exam,3,1,1,,1:4023,1,pre1_or_1_deferred
mirth,mirth,word,陽気,陽気,exam,3,1,1,,1:3805,1,pre1_or_1_deferred
miscarriage,miscarriage,word,失敗，流産,失敗，流産,exam,3,1,1,,1:1917,1,pre1_or_1_deferred
misgiving,misgiving,word,懸念，心配,懸念，心配,exam,3,1,1,,1:1006,1,pre1_or_1_deferred
